gyro_bias_x,gyro_bias_y,gyro_bias_z,gyro_variance_x,gyro_variance_y,gyro_variance_z
0.062099648499210125,0.3359054225908373,0.15198819115323853,0.6499572527346171,0.07843458303337532,0.034361388405623215
